library,deviceset,device,value
SparkFun-Hardware,STANDOFF_ELECTRICAL,-NOTHERMALS,STANDOFF_ELECTRICAL-NOTHERMALS
SparkFun-Hardware,STANDOFF_ELECTRICAL,-NOTHERMALS,STANDOFF_ELECTRICAL-NOTHERMALS
SparkFun-Hardware,STANDOFF_ELECTRICAL,-NOTHERMALS,STANDOFF_ELECTRICAL-NOTHERMALS
SparkFun-Hardware,STANDOFF_ELECTRICAL,-NOTHERMALS,STANDOFF_ELECTRICAL-NOTHERMALS
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST-2,-SMD-4.6X2.8MM,RESET
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-IC-Memory,W25Q32FV,SS,W25Q32FV
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,1.0UF,-0805-25V-10%,1.0uF
SparkFun-Capacitors,2.2UF,-0603-10V-20%,2.2uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-PowerSymbols,3.3V,,
SparkFun-Switches,MOMENTARY-SWITCH-SPST-2,-SMD-4.6X2.8MM,BTN2
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,OSHW-LOGO,M,OSHW-LOGOM
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Hardware,STAND-OFF,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-IC-Microcontroller,ATSAMD21G,-A,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Coils,INDUCTOR,FB-30OHM,30Ω/1.8A
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,TEST-POINT,3X5,TP-SWDIO
SparkFun-Connectors,TEST-POINT,3X5,TP-SWCLK
SparkFun-Connectors,TEST-POINT,3X5,TP-!RESET!
SparkFun-Connectors,TEST-POINT,3X5,TP-3.3V
SparkFun-Connectors,TEST-POINT,3X5,TP-GND
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Clocks,CRYSTAL-32.768KHZ,SMD-3.2X1.5,32.768kHz
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-Capacitors,15PF,-0603-50V-5%,15pF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-DiscreteSemi,MOSFET_PCH,-DMG2307L,2.5A/30V/105mΩ
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Capacitors,4.7UF,-0603-6.3V-(10%),4.7uF
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-YELLOW,0603,Yellow
SparkFun-IC-Power,MCP73831,,
SparkFun-Resistors,2.0KOHM,-0603-1/10W-5%,2.0k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_BATT,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,VIN,,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Aesthetics,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.2_INCH,
SparkFun-Connectors,USB_C,16PIN,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,V_USB,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VIN,,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-Connectors,CONN_06,NO_SILK_FEMALE_PTH,
SparkFun-Connectors,JST_2MM_MALE,,
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun-Connectors,TEST-POINT,3X4,TEST-POINT3X4
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkX,I2C_STANDARD,_NO_SILK,PTH
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-PowerSymbols,3.3V,,
SparkFun-LED,LED-RED,0603,RED
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,4.7KOHM,-0603-1/10W-1%,4.7k
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_01,PTH_NO_SILK_YES_STOP,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_03,1X03_NO_SILK,PTH
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_02,1X02_NO_SILK,PTH
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,100KOHM,-0603-1/10W-1%,100k
WT2003S,WT2003S,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VCCIO,,
SparkFun-PowerSymbols,VCCIO,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,VCCIO,,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-IC-Amplifiers,TPA2005D1,DRB,TPA2005D1
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Jumpers,JUMPER-SMT_2_NO,_SILK,ADR
SparkFun-Connectors,MICRO-SD_CARD_SOCKET,PUSH-PUSH,MICRO-SD
SparkFun-IC-Microcontroller,ATTINY84-ARDUINO,,
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_SILK,
SparkFun-Connectors,AVR_SPI_PROG_3X2,TESTPOINTS,ISP
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun-Connectors,CONN_02,SMALL_POKEHOME,Poke-Home
SparkFun-Connectors,AUDIO_JACK_TRRS,SMD_RA,3.5mm Audio
SparkFun-PowerSymbols,VCCIO,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerIC,V_REG_AP2112,K-3.3V,AP2112-3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Capacitors,0.22UF,-0603-25V-10%,0.22uF
SparkFun-Capacitors,0.22UF,-0603-25V-10%,0.22uF
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,VCCIO,,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,USB_C,16PIN,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun-Jumpers,JUMPER-SMT_2_NC_TRACE,_SILK,INT
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-Electromechanical,RELAY-SPDT,,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-BAT20J,1A/23V/620mV
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,330OHM,-0603-1/10W-1%,330
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VCC,,3.3V
SparkFun-LED,LED-BLUE,0603,BLUE
SparkFun-Resistors,330OHM,-0603-1/10W-1%,330
SparkFun-Capacitors,10UF,-0603-6.3V-20%,10uF
SparkFun-Connectors,QWIIC_CONNECTOR,JS-1MM,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,VCC,,3.3V
SparkFun-Resistors,10OHM,-0603-1/10W-5%,10
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-Aesthetics,OSHW-LOGO,MINI,
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.1_INCH,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Resistors,2.2KOHM,-0603-1/10W-1%,2.2k
SparkFun-Jumpers,JUMPER-SMT_3_2-NC_TRACE,_NO-SILK,JUMPER-SMT_3_2-NC_TRACE_NO-SILK
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,AVR_SPI_PROG_3X2,TESTPOINTS,
SparkFun-Resistors,10KOHM,-0603-1/10W-1%,10k
SparkFun-PowerSymbols,3.3V,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-RED,0603,RED
SparkFun-DiscreteSemi,TRANS_NPN,-MMBT2222AL,600mA/40V
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun,STAND-OFF,,
SparkFun,STAND-OFF,,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,GND,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-Connectors,CONN_04,1X04_NO_SILK,
SparkFun-Jumpers,JUMPER-SMT_2_NO,_NO-SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-Connectors,CONN_03,-SCREW-5MM,
SparkFun-IC-Microcontroller,ATTINY85,,
SparkFun-Aesthetics,REVISION,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun,GND,,
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-RED,1206,RED
SparkFun,GND,,
SparkFun,3.3V,,VCC
SparkFun-FreqCtrl,RESONATOR,16MHZ,16MHZ
SparkFun,GND,,
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun,FIDUCIAL,UFIDUCIAL,
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,100KOHM-1/10W-1%(0603),,100k
SparkFun,GND,,
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,100KOHM-1/10W-1%(0603),,100k
SparkFun,GND,,
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-DiscreteSemi,TRANSISTOR_NPN,MMBT2222A,MMBT2222A
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,100OHM-1/10W-1%(0603),,100
SparkFun,GND,,
SparkFun-DiscreteSemi,MOSFET-PCHANNEL,NDP6020P_20V_24A_LOW_VGS_TH,NDP6020P
SparkFun-Capacitors,100UF-63V-20%(ELECT),,100uF
SparkFun,GND,,
SparkFun-DiscreteSemi,TRANSISTOR_NPN,MMBT2222A,MMBT2222A
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,100OHM-1/10W-1%(0603),,100
SparkFun,GND,,
SparkFun-DiscreteSemi,MOSFET-PCHANNEL,NDP6020P_20V_24A_LOW_VGS_TH,NDP6020P
SparkFun-Capacitors,100UF-63V-20%(ELECT),,100uF
SparkFun,GND,,
SparkFun-Aesthetics,FRAME-LEDGER,,
SparkFun-PowerIC,PTC,THERMISTOR1206,
SparkFun-Connectors,POWER_JACK,PTH_LOCK,7V
SparkFun,GND,,
SparkFun-Passives,JUMPER-PAD-2-NO,,PTC Bypass
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Capacitors,10UF-16V-10%(TANT),,10uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun,VCC,,
SparkFun-Capacitors,10UF-16V-10%(TANT),,10uF
SparkFun-PowerIC,V_REG_LM1117,SOT223,LM1117
SparkFun-Resistors,715OHM1/10W1%(0603),,715
SparkFun-Resistors,240OHM1/10W1%(0603),,240
SparkFun,GND,,
SparkFun-Resistors,390OHM1/10W1%(0603),,390
SparkFun-Passives,JUMPER-PAD-3-2OF3_NC_BY_PASTE,,
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Capacitors,10UF-16V-10%(TANT),,10uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Capacitors,10UF-16V-10%(TANT),,10uF
SparkFun-PowerIC,V_REG_LM1117,SOT223,LM1117
SparkFun-Resistors,715OHM1/10W1%(0603),,715
SparkFun-Resistors,240OHM1/10W1%(0603),,240
SparkFun,GND,,
SparkFun-LED,LED-RED,1206,RED
SparkFun,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,390OHM1/10W1%(0603),,390
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Capacitors,10UF-16V-10%(TANT),,10uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Capacitors,10UF-16V-10%(TANT),,10uF
SparkFun-PowerIC,V_REG_LM1117,SOT223,LM1117
SparkFun-Resistors,390OHM1/10W1%(0603),,390
SparkFun-Resistors,240OHM1/10W1%(0603),,240
SparkFun,GND,,
SparkFun-LED,LED-RED,1206,RED
SparkFun,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,715OHM1/10W1%(0603),,715
SparkFun-Passives,JUMPER-PAD-3-2OF3_NC_BY_PASTE,,
SparkFun-Passives,JUMPER-PAD-3-2OF3_NC_BY_PASTE,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,22MOHM-1/10W-10%(0603),,22M
SparkFun-Resistors,22MOHM-1/10W-10%(0603),,22M
SparkFun-Aesthetics,SFE_LOGO_NAME_FLAME,.5_INCH,SFE_LOGO_NAME_FLAME.5_INCH
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun,GND,,
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun,GND,,
SparkFun-Aesthetics,SFE_LOGO_FLAME,.1_INCH,
SparkFun-Aesthetics,OSHW-LOGO,L,
SparkFun-DiscreteSemi,DIODE-SCHOTTKY,-MBRA140,MBRA140
SparkFun-Electromechanical,SWITCH-MOMENTARY-2,SMD-REDUNDANT,
SparkFun-Electromechanical,STAND-OFF,TIGHT,
SparkFun-DigitalIC,ATMEGA2560,AU,
SparkFun,GND,,
SparkFun,AVR_SPI_PRG_6,PTH,
SparkFun,GND,,
SparkFun,GND,,
SparkFun-Connectors,FTDI_BASIC_DEVICE_SIDE,RA_SMT,FTDI
SparkFun,3.3V,,VCC
SparkFun,3.3V,,VCC
Testing,FLYING_JALAPENO_V3,FEMALE,2x30 RA FEMALE HEADER
SparkFun,GND,,
SparkFun-Electromechanical,STAND-OFF,TIGHT,
SparkFun-Electromechanical,STAND-OFF,TIGHT,
SparkFun-Electromechanical,STAND-OFF,TIGHT,
SparkFun-Resistors,100OHM-1/10W-1%(0603),,100
SparkFun-Resistors,470OHM1/10W1%(0603),,470
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun-LED,LED-RED,1206,RED
SparkFun,GND,,
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-DiscreteSemi,MOSFET-NCHANNEL,BSS138,"BSS138, 200mA/50V"
SparkFun,VCC,,FTDI_VCC
SparkFun,VCC,,VCC
SparkFun-DiscreteSemi,MOSFET-NCHANNEL,BSS138,"BSS138, 200mA/50V"
SparkFun,VCC,,FTDI_VCC
SparkFun,VCC,,VCC
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,10KOHM-1/10W-1%(0603),0603,10K
SparkFun-Resistors,470OHM1/10W1%(0603),,470
SparkFun-Aesthetics,SFE_LOGO_FLAME,.3_INCH,
SparkFun-DigitalIC,PCA9306,PCA9306DC-1:1,PCA9306
SparkFun,GND,,
SparkFun-Capacitors,0.1UF-25V(+80/-20%)(0603),,0.1uF
SparkFun,GND,,
SparkFun,GND,,
SparkFun-PowerIC,MIC5205,3.3V,3.3V MIC5205
SparkFun,GND,,
SparkFun,3.3V,,
SparkFun-Capacitors,10UF-6.3V-20%(0603)(TANT),"""",10uF
SparkFun,3.3V,,VCC
SparkFun,3.3V,,
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,FRAME-LETTER,,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun,FIDUCIAL,1X2,
SparkFun-Aesthetics,OSHW-LOGO,S,
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Power,V_REG_AP2112,K-3.3V,3.3V
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-Capacitors,1.0UF,-0603-16V-10%,1.0uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Aesthetics,SFE_LOGO_FLAME,.1_INCH,
SparkFun-PowerSymbols,GND,,
SparkFun-Jumpers,JUMPER-SMT_3_1-NC_TRACE,_SILK,
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Resistors,5.1KOHM,5.1KOHM-0603-1/10W-1%,5.1k
SparkFun-Capacitors,0.1UF,-0603-25V-(+80/-20%),0.1uF
SparkFun-PowerSymbols,GND,,
SparkFun-PowerSymbols,GND,,
SparkFun-LED,LED-YELLOW,0603,Yellow
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-Resistors,1KOHM,-0603-1/10W-1%,1k
SparkFun-LED,LED-GREEN,0603,GREEN
SparkFun-Capacitors,10NF,-0603-50V-10%,10nF
SparkFun-PowerSymbols,GND,,
SparkFun-IC-Comms,CH340C,,
SparkFun-Connectors,CONN_06,SMD-FEMALE-V2,
SparkFun-PowerSymbols,VCC,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,3.3V,,
SparkFun-PowerSymbols,5V,,
SparkFun-PowerSymbols,VCC,,
SparkFun-Connectors,USB_C,16PIN,
SparkFun-Aesthetics,SFE_LOGO_NAME,.1_INCH,
SparkFun-DigitalIC,PSOC_5LP_100QFP,,CY8C5888AXI-LP096
SparkFun-DiscreteSemi,MBRA140,,
SparkFun-DiscreteSemi,MBRA140,,
SparkFun-DiscreteSemi,MBRA140,,
SparkFun-Connectors,M02,JST-PTH-2,
SparkFun-Connectors,POWER_JACK,PTH_LOCK,POWER_JACKPTH_LOCK
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Passives,JUMPER-PAD-2-NC_BY_PASTE,,
SparkFun-Passives,JUMPER-PAD-2-NO,YES_SILK,
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,0.1UF-16V(+-10%)(0402),,0.1uF
SparkFun-Connectors,M06,SIP_LOCK,1X6 FEMALE PTH
SparkFun-Connectors,M08,LOCK,1X8 FEMALE PTH
SparkFun-Connectors,M08,LOCK,1X8 FEMALE PTH
SparkFun-Connectors,M10,LOCK,1X10 FEMALE PTH
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,M06X2,PTH_FEMALE,2X6 FEMALE
SparkFun-Connectors,M06X2,PTH_FEMALE,2X6 FEMALE
SparkFun-Connectors,M06X2,PTH_FEMALE,2X6 FEMALE
SparkFun-Connectors,M06X2,PTH_FEMALE,2X6 FEMALE
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-DiscreteSemi,MBRA140,,
SparkFun-DigitalIC,PSOC_5LP_68QFN,,CY8C5868LTI-LP039
SparkFun-Aesthetics,GND,,
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Capacitors,1.0UF-16V-10%(0402),,1.0uF
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,M03X2,2X3_SILK_MALE_PTH,
SparkFun-Aesthetics,GND,,
SparkFun-Aesthetics,GND,,
SparkFun-Resistors,22OHM1/10W1%(0402),,22
SparkFun-Resistors,22OHM1/10W1%(0402),,22
SparkFun-Resistors,22OHM1/10W1%(0402),,22
SparkFun-Resistors,22OHM1/10W1%(0402),,22
SparkFun-Connectors,M05X2,0.05_IN_PTH_SILK,DNP
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,M06X2,PTH_FEMALE,2X6 FEMALE
SparkFun-Aesthetics,GND,,
SparkFun-Connectors,M05X2,0.05_IN_PTH_SILK,DNP
